jid,name,fips,county_name,gov_type
29003001,ANDREW COUNTY SHERIFFS OFFICE AND JAIL,29003,Andrew,county
29005001,,29005,Atchison,municipal
29005002,ATCHISON COUNTY JAIL,29005,Atchison,county
29007001,,29007,Audrain,municipal
29007002,AUDRAIN COUNTY JAIL,29007,Audrain,county
29009001,,29009,Barry,municipal
29009002,BARRY COUNTY JAIL,29009,Barry,county
29011001,BARTON COUNTY JAIL,29011,Barton,county
29013001,BATES COUNTY SHERIFF & JAIL,29013,Bates,county
29013002,BUTLER CITY JAIL,29013,Bates,municipal
29015001,BENTON COUNTY JAIL,29015,Benton,county
29017001,BOLLINGER COUNTY JAIL,29017,Bollinger,county
29019001,,29019,Boone,municipal
29019002,BOONE COUNTY SHERIFF'S DEPT.,29019,Boone,county
29021001,BUCHANAN COUNTY LAW ENFORCEMENT CENTER,29021,Buchanan,county
29023001,BUTLER COUNTY JAIL,29023,Butler,county
29025001,CALDWELL COUNTY DETENTION CENTER,29025,Caldwell,county
29027001,,29027,Callaway,municipal
29027002,CALLAWAY COUNTY JAIL,29027,Callaway,county
29029001,CAMDEN COUNTY JAIL,29029,Camden,county
29031001,CAPE GIRARDEAU CITY JAIL,29031,CapeGirardeau,municipal
29031002,CAPE GIRARDEAU COUNTY SHERIFFS OFFICE,29031,CapeGirardeau,county
29031003,JACKSON CITY JAIL,29031,CapeGirardeau,municipal
29033001,CARROLL COUNTY JAIL,29033,Carroll,county
29035001,,29035,Carter,county
29037001,CASS COUNTY JUSTICE CENTER,29037,Cass,county
29037002,BELTON CITY JAIL,29037,Cass,municipal
29039001,CEDAR COUNTY JAIL,29039,Cedar,county
29041001,CHARITON COUNTY JAIL,29041,Chariton,county
29043001,CHRISTIAN COUNTY JAIL,29043,Christian,county
29045001,CLARK COUNTY SHERIFFS OFFICE,29045,Clark,county
29047001,CLAY COUNTY SHERIFF'S DEPARTMENT,29047,Clay,county
29047002,EXCELSIOR SPRINGS CITY JAIL,29047,Clay,municipal
29047003,LIBERTY CITY JAIL,29047,Clay,municipal
29047004,NORTH KANSAS CITY JAIL,29047,Clay,municipal
29049001,CLINTON COUNTY SHERIFF'S OFFICE JAIL,29049,Clinton,county
29051001,COLE COUNTY JAIL,29051,Cole,county
29053001,COOPER COUNTY DETENTION CENTER,29053,Cooper,county
29055001,CRAWFORD COUNTY JAIL,29055,Crawford,county
29057001,DADE COUNTY JAIL,29057,Dade,county
29059001,DALLAS COUNTY JAIL,29059,Dallas,county
29061001,DAVIESS-DEKALB REGIONAL JAIL,29061,Daviess,county
29063001,DE KALB COUNTY JAIL,29063,DeKalb,county
29065001,DENT COUNTY JAIL,29065,Dent,county
29067001,DOUGLAS COUNTY JAIL,29067,Douglas,county
29069001,,29069,Dunklin,municipal
29069002,DUNKLIN COUNTY JAIL,29069,Dunklin,county
29071001,,29071,Franklin,municipal
29071002,FRANKLIN COUNTY ADULT DETENTION FACILITY,29071,Franklin,county
29073001,,29073,Gasconade,municipal
29073002,,29073,Gasconade,municipal
29073003,GASCONADE COUNTY JAIL,29073,Gasconade,county
29075001,GENTRY COUNTY JAIL,29075,Gentry,county
29077001,GREENE COUNTY SHERIFFS OFFICE,29077,Greene,county
29079001,GRUNDY COUNTY DETENTION CENTER,29079,Grundy,county
29079002,TRENTON CITY JAIL,29079,Grundy,municipal
29081001,HARRISON COUNTY JAIL,29081,Harrison,county
29081002,"BRIDEWELL DETENTION CENTER, LLC",29081,Harrison,private
29083001,HENRY COUNTY JAIL,29083,Henry,county
29085001,HICKORY COUNTY JAIL,29085,Hickory,county
29087001,HOLT COUNTY SHERIFFS OFFICE,29087,Holt,county
29089001,HOWARD COUNTY JAIL,29089,Howard,county
29091001,HOWELL COUNTY DETENTION CENTER,29091,Howell,county
29091002,WEST PLAINS CITY JAIL,29091,Howell,municipal
29093001,IRON COUNTY JAIL,29093,Iron,county
29095001,JACKSON COUNTY DEPARTMENT OF CORRECTIONS,29095,Jackson,county
29095002,KANSAS CITY CORRECTIONAL INSTITUTION,29095,Jackson,municipal
29095003,LEES SUMMIT CITY JAIL,29095,Jackson,municipal
29095004,GRANDVIEW CITY JAIL,29095,Jackson,municipal
29097001,CARTHAGE CITY JAIL,29097,Jasper,municipal
29097002,JASPER COUNTY SHERIFFS OFFICE,29097,Jasper,county
29097003,JOPLIN CITY JAIL,29097,Jasper,municipal
29099001,JEFFERSON COUNTY JAIL,29099,Jefferson,county
29099002,ARNOLD MUNICIPAL CITY JAIL,29099,Jefferson,municipal
29101001,JOHNSON COUNTY JAIL,29101,Johnson,county
29103001,,29103,Knox,county
29105001,LACLEDE COUNTY JAIL,29105,Laclede,county
29107001,LAFAYETTE COUNTY JAIL,29107,Lafayette,county
29109001,LAWRENCE COUNTY JAIL,29109,Lawrence,county
29109002,AURORA CITY JAIL,29109,Lawrence,municipal
29111001,LEWIS COUNTY JAIL,29111,Lewis,county
29113001,LINCOLN COUNTY SHERIFFS OFFICE,29113,Lincoln,county
29117001,,29117,Livingston,municipal
29117002,LIVINGSTON COUNTY JAIL,29117,Livingston,county
29119001,MCDONALD COUNTY JAIL,29119,McDonald,county
29121001,MACON COUNTY JAIL,29121,Macon,county
29123001,MADISON COUNTY JAIL,29123,Madison,county
29125001,MARIES COUNTY JAIL,29125,Maries,county
29127001,CITY JAIL,29127,Marion,municipal
29127002,MARION COUNTY JAIL,29127,Marion,county
29129001,MERCER COUNTY JAIL,29129,Mercer,county
29131001,MILLER COUNTY ADULT DETENTION CENTER,29131,Miller,county
29133001,MISSISSIPPI COUNTY DETENTION CENTER,29133,Mississippi,county
29135001,MONITEAU COUNTY JAIL,29135,Moniteau,county
29137001,MONROE COUNTY SHERIFF'S OFFICE,29137,Monroe,county
29139001,MONTGOMERY COUNTY JAIL,29139,Montgomery,county
29141001,MORGAN COUNTY JAIL,29141,Morgan,county
29143001,NEW MADRID COUNTY JAIL,29143,NewMadrid,county
29145001,NEWTON COUNTY JAIL,29145,Newton,county
29147001,,29147,Nodaway,municipal
29147002,NODAWAY COUNTY JAIL,29147,Nodaway,county
29149001,OREGON COUNTY JAIL,29149,Oregon,county
29151001,OSAGE COUNTY SHERIFFS OFFICE,29151,Osage,county
29153001,OZARK COUNTY JAIL,29153,Ozark,county
29155001,,29155,Pemiscot,municipal
29155002,CARUTHERSVILLE CITY JAIL,29155,Pemiscot,municipal
29155003,PEMISCOT COUNTY JAIL,29155,Pemiscot,county
29157001,PERRY COUNTY SHERIFFS OFFICE,29157,Perry,county
29159001,CITY JAIL,29159,Pettis,municipal
29159002,PETTIS COUNTY JAIL,29159,Pettis,county
29161001,,29161,Phelps,municipal
29161002,PHELPS COUNTY JAIL,29161,Phelps,county
29163001,,29163,Pike,municipal
29163002,PIKE COUNTY JAIL,29163,Pike,county
29165001,PLATTE COUNTY SHERIFFS OFFICE,29165,Platte,county
29167001,POLK COUNTY JAIL,29167,Polk,county
29169001,PULASKI COUNTY JAIL,29169,Pulaski,county
29171001,PUTNAM COUNTY JAIL,29171,Putnam,county
29173001,,29173,Ralls,county
29175001,RANDOLPH COUNTY JAIL,29175,Randolph,county
29175002,MOBERLY CITY JAIL,29175,Randolph,municipal
29177001,RAY COUNTY JAIL,29177,Ray,county
29179001,REYNOLDS COUNTY JAIL,29179,Reynolds,county
29181001,,29181,Ripley,county
29181002,DONIPHAN CITY JAIL,29181,Ripley,municipal
29183001,ST. CHARLES COUNTY DEPARTMENT OF CORRECTION,29183,StCharles,county
29185001,ST. CLAIR COUNTY JAIL,29185,StClair,county
29186001,STE. GENEVIEVE COUNTY JAIL,29186,Ste.Genevieve,county
29187001,ST. FRANCOIS COUNTY JAIL,29187,StFrancois,county
29189001,,29189,StLouis,municipal
29189002,,29189,StLouis,municipal
29189003,CITY JAIL,29189,StLouis,municipal
29189004,CITY OF JENNINGS DEPT. OF CORRECTIONS,29189,StLouis,municipal
29189005,ST. LOUIS COUNTY - DEPARTMENT OF JUSTICE SERVICES,29189,StLouis,county
29189006,FERGUSON CITY JAIL,29189,StLouis,municipal
29189007,HAZELWOOD CITY JAIL,29189,StLouis,municipal
29195001,,29195,Saline,municipal
29195002,SALINE COUNTY JAIL,29195,Saline,county
29197001,SCHUYLER COUNTY JAIL,29197,Schuyler,county
29199001,SCOTLAND COUNTY SHERIFFS OFFICE,29199,Scotland,county
29201001,,29201,Scott,municipal
29201002,SCOTT COUNTY JAIL,29201,Scott,county
29201003,SCOTT CITY JAIL,29201,Scott,municipal
29203001,SHANNON COUNTY JAIL,29203,Shannon,county
29205001,SHELBY COUNTY SHERIFFS OFFICE,29205,Shelby,county
29207001,,29207,Stoddard,municipal
29207002,STODDARD COUNTY JAIL,29207,Stoddard,county
29209001,STONE COUNTY LAW ENFORCEMENT CENTER,29209,Stone,county
29211001,SULLIVAN COUNTY JAIL,29211,Sullivan,county
29213001,CITY JAIL,29213,Taney,municipal
29213002,TANEY COUNTY JAIL,29213,Taney,county
29215001,TEXAS COUNTY JAIL,29215,Texas,county
29217001,,29217,Vernon,municipal
29217002,VERNON COUNTY JAIL,29217,Vernon,county
29219001,WARREN COUNTY JAIL,29219,Warren,county
29221001,,29221,Washington,municipal
29221002,WASHINGTON COUNTY SHERIFFS OFFICE,29221,Washington,county
29223001,WAYNE COUNTY JAIL,29223,Wayne,county
29225001,WEBSTER COUNTY SHERIFF'S OFFICE,29225,Webster,county
29227001,,29227,Worth,county
29229001,WRIGHT COUNTY SHERIFFS OFFICE,29229,Wright,county
29510001,ST. LOUIS DEPARTMENT OF PUBLIC SAFETY DIVISION OF CORRECTIONS,29510,StLouisCity,municipal
30001001,BEAVERHEAD COUNTY JAIL,30001,Beaverhead,county
30003001,BIG HORN COUNTY JAIL,30003,BigHorn,county
30005001,,30005,Blaine,municipal
30005002,BLAINE COUNTY JAIL,30005,Blaine,county
30007001,BROADWATER COUNTY DETENTION CENTER,30007,Broadwater,county
30009001,,30009,Carbon,municipal
30009002,CARBON COUNTY JAIL,30009,Carbon,county
30011001,,30011,Carter,county
30013001,CASCADE COUNTY SHERIFF'S OFFICE,30013,Cascade,county
30013002,CITY JAIL,30013,Cascade,municipal
30015001,CHOUTEAU COUNTY SHERIFFS OFFICE,30015,Chouteau,county
30017001,,30017,Custer,municipal
30017002,CUSTER COUNTY DETENTION CENTER,30017,Custer,county
30019001,COUNTY JAIL,30019,Daniels,county
30021001,,30021,Dawson,municipal
30021002,DAWSON COUNTY SHERIFFS OFFICE,30021,Dawson,county
30023001,,30023,DeerLodge,county
30023002,DEER LODGE COUNTY JAIL,30023,DeerLodge,municipal
30025001,FALLON COUNTY JAIL,30025,Fallon,county
30027001,FERGUS COUNTY JAIL,30027,Fergus,county
30029001,FLATHEAD COUNTY DETENTION CENTER,30029,Flathead,county
30031001,,30031,Gallatin,municipal
30031002,GALLATIN COUNTY DETENTION CENTER,30031,Gallatin,county
30033001,,30033,Garfield,county
30035001,GLACIER COUNTY DETENTION CENTER,30035,Glacier,county
30035002,,30035,Glacier,municipal
30037001,,30037,GoldenValley,county
30039001,GRANITE COUNTY JAIL,30039,Granite,county
30041001,,30041,Hill,municipal
30041002,HILL COUNTY JAIL,30041,Hill,county
30043001,JEFFERSON COUNTY JAIL,30043,Jefferson,county
30045001,,30045,JudithBasin,county
30047001,LAKE COUNTY JAIL,30047,Lake,county
30049001,,30049,LewisandClark,municipal
30049002,LEWIS AND CLARK COUNTY JAIL,30049,LewisandClark,county
30051001,LIBERTY COUNTY JAIL,30051,Liberty,county
30053001,,30053,Lincoln,municipal
30053002,LINCOLN COUNTY JAIL,30053,Lincoln,county
30055001,,30055,McCone,municipal
30057001,MADISON COUNTY JAIL,30057,Madison,county
30059001,,30059,Meagher,county
30061001,MINERAL COUNTY LAW ENFORCEMENT CENTER,30061,Mineral,county
30063001,MISSOULA COUNTY SHERIFFS OFFICE,30063,Missoula,county
30065001,MUSSELSHELL COUNTY JAIL,30065,Musselshell,county
30067001,,30067,Park,municipal
30067002,PARK COUNTY JAIL,30067,Park,county
30071001,,30071,Phillips,municipal
30071002,PHILLIPS COUNTY JAIL,30071,Phillips,county
30073001,PONDERA COUNTY JAIL,30073,Pondera,county
30075001,POWDER RIVER COUNTY JAIL,30075,PowderRiver,county
30077001,POWELL COUNTY JAIL,30077,Powell,county
30079001,COUNTY JAIL,30079,Prairie,county
30081001,,30081,Ravalli,municipal
30081002,RAVALLI COUNTY ADULT DET. CTR.,30081,Ravalli,county
30083001,,30083,Richland,municipal
30083002,RICHLAND COUNTY JAIL,30083,Richland,county
30085001,ROOSEVELT COUNTY JAIL,30085,Roosevelt,county
30087001,ROSEBUD COUNTY JAIL,30087,Rosebud,county
30089001,SANDERS COUNTY JAIL,30089,Sanders,county
30091001,SHERIDAN COUNTY JAIL,30091,Sheridan,county
30093001,BUTTE-SILVER BOW COUNTY DET. CTR.,30093,SilverBow,municipal
30093002,BUTTE-SILVER BOW COUNTY JAIL,30093,SilverBow,county
30095001,STILLWATER COUNTY JAIL,30095,Stillwater,county
30097001,SWEET GRASS,30097,SweetGrass,county
30099001,,30099,Teton,county
30101001,TOOLE COUNTY JAIL,30101,Toole,county
30101002,CROSSROADS CORRECTIONAL CENTER,30101,Toole,municipal
30103001,,30103,Treasure,county
30105001,VALLEY COUNTY JAIL,30105,Valley,county
30107001,WHEATLAND COUNTY JAIL,30107,Wheatland,county
30109001,,30109,Wibaux,county
30111001,,30111,Yellowstone,municipal
30111002,YELLOWSTONE COUNTY DETENTION FACILITY,30111,Yellowstone,county
30111003,,30111,Yellowstone,municipal
31001001,,31001,Adams,municipal
31001002,ADAMS COUNTY JAIL,31001,Adams,county
31003001,ANTELOPE COUNTY JAIL,31003,Antelope,county
31005001,,31005,Arthur,county
31011001,BOONE COUNTY SHERIFFS DEPARTMENT,31011,Boone,county
31013001,,31013,BoxButte,municipal
31013002,BOX BUTTE COUNTY JAIL,31013,BoxButte,county
31015001,,31015,Boyd,county
31017001,BROWN COUNTY JAIL,31017,Brown,county
31019001,BUFFALO COUNTY SHERIFFS OFFICE,31019,Buffalo,county
31021001,,31021,Burt,county
31023001,BUTLER COUNTY DETENTION,31023,Butler,county
31025001,,31025,Cass,municipal
31025002,CASS COUNTY DETENTION FACILITY,31025,Cass,county
31027001,CEDAR COUNTY JAIL,31027,Cedar,county
31029001,CHASE COUNTY JAIL,31029,Chase,county
31031001,CHERRY COUNTY JUSTICE CENTER,31031,Cherry,county
31033001,CHEYENNE COUNTY JAIL,31033,Cheyenne,county
31035001,CLAY COUNTY JAIL,31035,Clay,county
31037001,COLFAX COUNTY JAIL,31037,Colfax,county
31039001,,31039,Cuming,county
31041001,CUSTER COUNTY JAIL,31041,Custer,county
31043001,,31043,Dakota,municipal
31043002,DAKOTA COUNTY JAIL,31043,Dakota,county
31045001,,31045,Dawes,municipal
31045002,,31045,Dawes,municipal
31045003,DAWES COUNTY JAIL,31045,Dawes,county
31047001,DAWSON COUNTY JAIL,31047,Dawson,county
31049001,DEUEL COUNTY JAIL,31049,Deuel,county
31051001,DIXON COUNTY JAIL,31051,Dixon,county
31053001,DODGE COUNTY CORRECTIONS DEPARTMENT,31053,Dodge,county
31055001,DOUGLAS COUNTY DEPARTMENT OF CORRECTIONS,31055,Douglas,county
31057001,DUNDY COUNTY JAIL,31057,Dundy,county
31059001,FILLMORE COUNTY JAIL,31059,Fillmore,county
31061001,FRANKLIN COUNTY JAIL,31061,Franklin,county
31063001,FRONTIER COUNTY JAIL,31063,Frontier,county
31065001,FURNAS COUNTY JAIL,31065,Furnas,county
31067001,GAGE COUNTY JAIL,31067,Gage,county
31069001,GARDEN COUNTY JAIL,31069,Garden,county
31071001,,31071,Garfield,county
31073001,,31073,Gosper,county
31079001,HALL COUNTY DEPARTMENT OF CORRECTIONS,31079,Hall,county
31081001,HAMILTON COUNTY JAIL,31081,Hamilton,county
31083001,HARLAN COUNTY JAIL,31083,Harlan,county
31085001,,31085,Hayes,county
31087001,HITCHCOCK COUNTY JAIL,31087,Hitchcock,county
31089001,HOLT COUNTY JAIL,31089,Holt,county
31091001,,31091,Hooker,county
31095001,JEFFERSON COUNTY JAIL,31095,Jefferson,county
31097001,JOHNSON COUNTY JAIL,31097,Johnson,county
31099001,KEARNEY COUNTY JAIL,31099,Kearney,county
31101001,,31101,Keith,municipal
31101002,KEITH COUNTY JAIL,31101,Keith,county
31103001,,31103,KeyaPaha,county
31105001,KIMBALL COUNTY JAIL,31105,Kimball,county
31107001,KNOX COUNTY JAIL,31107,Knox,county
31109001,,31109,Lancaster,municipal
31109002,LANCASTER COUNTY,31109,Lancaster,county
31111001,,31111,Lincoln,municipal
31111002,LINCOLN COUNTY DETENTION CENTER,31111,Lincoln,county
31115001,,31115,Loup,county
31119001,,31119,Madison,municipal
31119002,MADISON COUNTY JAIL,31119,Madison,county
31121001,MERRICK COUNTY JAIL,31121,Merrick,county
31123001,MORRILL COUNTY JAIL,31123,Morrill,county
31125001,,31125,Nance,county
31127001,NEMAHA COUNTY JAIL,31127,Nemaha,county
31129001,,31129,Nuckolls,county
31131001,OTOE COUNTY JAIL,31131,Otoe,county
31133001,,31133,Pawnee,county
31135001,,31135,Perkins,county
31137001,,31137,Phelps,municipal
31137002,PHELPS COUNTY CORR.,31137,Phelps,county
31139001,PIERCE COUNTY JAIL,31139,Pierce,county
31141001,PLATTE COUNTY DET. FAC.,31141,Platte,county
31143001,POLK COUNTY SHERIFFS OFFICE,31143,Polk,county
31145001,,31145,RedWillow,county
31145002,,31145,RedWillow,municipal
31147001,RICHARDSON COUNTY JAIL,31147,Richardson,county
31149001,ROCK COUNTY JAIL,31149,Rock,county
31151001,,31151,Saline,municipal
31151002,SALINE COUNTY JAIL,31151,Saline,county
31153001,,31153,Sarpy,municipal
31153002,SARPY COUNTY SHERIFF'S OFFICE,31153,Sarpy,county
31155001,SAUNDERS COUNTY JAIL,31155,Saunders,county
31157001,,31157,ScottsBluff,municipal
31157002,SCOTTS BLUFF COUNTYDETENTION CENTER,31157,ScottsBluff,county
31159001,,31159,Seward,municipal
31159002,SEWARD COUNTY JAIL,31159,Seward,county
31161001,,31161,Sheridan,municipal
31161002,SHERIDAN COUNTY JAIL,31161,Sheridan,county
31163001,,31163,Sherman,county
31167001,,31167,Stanton,county
31167002,,31167,Stanton,municipal
31169001,THAYER COUNTY JAIL,31169,Thayer,county
31173001,THURSTON COUNTY JAIL,31173,Thurston,county
31175001,VALLEY COUNTY JAIL,31175,Valley,county
31177001,WASHINGTON COUNTY SHERIFFS OFFICE,31177,Washington,county
31179001,COUNTY JAIL,31179,Wayne,county
31181001,WEBSTER COUNTY JAIL,31181,Webster,county
31183001,,31183,Wheeler,county
31185001,YORK COUNTY JAIL,31185,York,county
32001001,,32001,Churchill,municipal
32001002,CHURCHILL COUNTY JAIL,32001,Churchill,county
32003001,,32003,Clark,municipal
32003002,CITY OF LAS VEGAS DEPARTMENT OF PUBLIC SAFETY,32003,Clark,municipal
32003003,HENDERSON POLICE DEPARTMENT,32003,Clark,municipal
32003004,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,32003,Clark,county
32003005,NORTH LAS VEGAS DETENTION CENTER,32003,Clark,municipal
32005001,DOUGLAS COUNTY SHERIFF'S OFFICE,32005,Douglas,county
32007001,ELKO COUNTY SHERIFFS OFFICE,32007,Elko,county
32009001,ESMERALDA COUNTY JAIL,32009,Esmeralda,county
32011001,EUREKA COUNTY JUSTICE FACILITY,32011,Eureka,county
32013001,HUMBOLDT COUNTY DETENTION CENTER,32013,Humboldt,county
32015001,LANDER COUNTY JAIL,32015,Lander,county
32017001,LINCOLN COUNTY DET. CTR.,32017,Lincoln,county
32019001,LYON COUNTY JAIL,32019,Lyon,county
32021001,MINERAL COUNTY DET. FAC.,32021,Mineral,county
32023001,NYE COUNTY SHERIFFS OFFICE,32023,Nye,county
32027001,PERSHING COUNTY JAIL,32027,Pershing,county
32029001,STOREY COUNTY JAIL,32029,Storey,county
32031001,,32031,Washoe,municipal
32031002,WASHOE COUNTY SHERIFFS OFFICE,32031,Washoe,county
32031003,,32031,Washoe,municipal
32033001,WHITE PINE COUNTY JAIL,32033,WhitePine,county
32510001,CARSON CITY SHERIFFS DET. CTR.,32510,CarsonCity,municipal
33001001,BELKNAP COUNTY JAIL & HOUSE OF CORR.,33001,Belknap,county
33003001,CARROLL COUNTY HOUSE OF CORR.,33003,Carroll,county
33005001,CHESHIRE COUNTY HOUSE OF CORR.,33005,Cheshire,county
33007001,COOS COUNTY DEPT OF CORRECTION,33007,Coos,county
33009001,GRAFTON COUNTY DEPT OF CORRECTION,33009,Grafton,county
33011001,HILLSBOROUGH COUNTY DEPARTMENT OF CORRECTIONS,33011,Hillsborough,county
33013001,MERRIMACK COUNTY DEPT OF CORRECTION,33013,Merrimack,county
33015001,ROCKINGHAM COUNTY DEPARTMENT OF CORRECTIONS,33015,Rockingham,county
33017001,STRAFFORD COUNTY DEPARTMENT OF CORRECTIONS,33017,Strafford,county
33019001,SULLIVAN HOUSE OF CORRECTION,33019,Sullivan,county
34001001,,34001,Atlantic,municipal
34001002,,34001,Atlantic,municipal
34001003,"ATLANTIC COUNTY DEPARTMENT OF PUBLIC SAFETY, DIVISION OF ADULT DETENTION",34001,Atlantic,county
34003001,BERGEN COUNTY SHERIFF'S OFFICE,34003,Bergen,county
34005001,"BURLINGTON COUNTY DET. CTR., CORR. CTR. & WORK RELEASE",34005,Burlington,county
34007001,CAMDEN COUNTY DEPARTMENT OF CORRECTIONS,34007,Camden,county
34009001,CAPE MAY COUNTY SHERIFFS OFFICE,34009,CapeMay,county
34011001,CUMBERLAND COUNTY DEPARTMENT OF CORRECTIONS,34011,Cumberland,county
34013001,,34013,Essex,municipal
34013002,ESSEX COUNTY CORRECTIONAL FACILITY,34013,Essex,county
34013003,,34013,Essex,municipal
34015001,GLOUCESTER COUNTY JAIL,34015,Gloucester,county
34017001,,34017,Hudson,municipal
34017002,HUDSON COUNTY DEPARTMENT OF CORRECTIONS,34017,Hudson,county
34019001,HUNTERDON COUNTY CORRECTIONAL FACILITY,34019,Hunterdon,county
34021001,MERCER COUNTY CORRECTION CENTER,34021,Mercer,county
34023001,MIDDLESEX COUNTY ADULT CORRECTIONS CENTER,34023,Middlesex,county
34025001,MONMOUTH COUNTY SHERIFFS OFFICE,34025,Monmouth,county
34027001,MORRIS COUNTY SHERIFF'S OFFICE,34027,Morris,county
34029001,OCEAN COUNTY DEPARTMENT OF CORRECTIONS,34029,Ocean,county
34031001,PASSAIC COUNTY SHERIFFS OFFICE,34031,Passaic,county
34033001,SALEM COUNTY SHERIFFS OFFICE,34033,Salem,county
34035001,SOMERSET COUNTY JAIL,34035,Somerset,county
34037001,SUSSEX COUNTY WALTER KEOGH DWYER CORR FAC,34037,Sussex,county
34039001,,34039,Union,municipal
34039002,UNION COUNTY JAIL,34039,Union,county
34041001,WARREN COUNTY SHERIFF'S DEPARTMENT OF CORRECTIONS,34041,Warren,county
35001001,BERNALILLO CITY/COUNTY,35001,Bernalillo,municipal
35001002,BERNALILLO COUNTY METROPOLITAN DETENTION CENTER,35001,Bernalillo,county
35003001,CATRON COUNTY DET. CTR.,35003,Catron,county
35005001,,35005,Chaves,municipal
35005002,CHAVES COUNTY DETENTION CENTER,35005,Chaves,county
35006001,GRANTS CITY JAIL,35006,Cibola,municipal
35007001,,35007,Colfax,municipal
35007002,VIGIL-MALDONADO DETENTION CENTER,35007,Colfax,county
35009001,,35009,Curry,municipal
35009002,CURRY COUNTY DETENTION CENTER,35009,Curry,county
35011001,DE BACA COUNTY JAIL,35011,DeBaca,county
35013001,DONA ANA COUNTY DETENTION CENTER,35013,DonaAna,county
35015001,ARTESIA CITY JAIL,35015,Eddy,municipal
35015002,EDDY COUNTY DET. CTR.,35015,Eddy,county
35017001,GRANT COUNTY DETENTION CENTER,35017,Grant,county
35019001,GUADALUPE COUNTY JAIL,35019,Guadalupe,county
35019002,GUADALUPE COUNTY JAIL - GEO GROUP INC.,35019,Guadalupe,private
35023001,HIDALGO COUNTY JAIL,35023,Hidalgo,county
35025001,,35025,Lea,municipal
35025002,HOBBS CITY DET. CTR.,35025,Lea,municipal
35025003,LEA COUNTY DET. CTR.,35025,Lea,county
35025004,JAL CITY JAIL,35025,Lea,municipal
35027001,LINCOLN COUNTY DETENTION CENTER-CORRS SYSTEMS,35027,Lincoln,private
35028001,LOS ALAMOS COUNTY DET. CTR.,35028,LosAlamos,county
35029001,LUNA COUNTY DETENTION CENTER,35029,Luna,county
35031001,GALLUP MCKINLEY REGIONAL ADULT DETENTION CENT,35031,McKinley,municipal
35031002,MCKINLEY COUNTY ADULT DETENTION CENTER,35031,McKinley,county
35033001,MORA COUNTY JAIL,35033,Mora,county
35035001,,35035,Otero,municipal
35035002,OTERO COUNTY DET. CTR.,35035,Otero,county
35037001,,35037,Quay,municipal
35037002,QUAY COUNTY DETENTION CENTER,35037,Quay,county
35039001,RIO ARRIBA COUNTY DETENTION CENTER,35039,RioArriba,county
35039002,ESPANOLA CITY JAIL,35039,RioArriba,municipal
35041001,ROOSEVELT COUNTY DET. CTR.,35041,Roosevelt,county
35043001,SANDOVAL COUNTY DETENTION CENTER,35043,Sandoval,county
35045001,,35045,SanJuan,municipal
35045002,SAN JUAN COUNTY ADULT DET. CTR.,35045,SanJuan,county
35047001,SAN MIGUEL COUNTY DET. CTR.,35047,SanMiguel,county
35049001,,35049,SantaFe,municipal
35049002,SANTA FE CO ADULT DETENTION CENTER,35049,SantaFe,county
35051001,SIERRA COUNTY DET. CTR.,35051,Sierra,county
35053001,SOCORRO COUNTY DET. CTR.,35053,Socorro,county
35055001,,35055,Taos,municipal
35055002,TAOS COUNTY ADULT DETENTION CENTER,35055,Taos,county
35057001,TORRANCE COUNTY DETENTION FACILITY - CCA,35057,Torrance,private
35059001,,35059,Union,county
35059002,NORTHEAST NEW MEXICO DETENTION FACILITY,35059,Union,municipal
35061001,,35061,Valencia,municipal
35061002,,35061,Valencia,municipal
35061003,VALENCIA COUNTY DETENTION CENTER,35061,Valencia,county
36001001,ALBANY COUNTY SHERIFF'S OFFICE,36001,Albany,county
36003001,ALLEGANY COUNTY JAIL,36003,Allegany,county
36007001,BROOME COUNTY SHERIFFS OFFICE,36007,Broome,county
36009001,CATTARAUGUS COUNTY JAIL,36009,Cattaraugus,county
36011001,CAYUGA COUNTY JAIL,36011,Cayuga,county
36013001,CHAUTAUQUA COUNTY OFFICE OF THE SHERIFF,36013,Chautauqua,county
36015001,CHEMUNG COUNTY JAIL,36015,Chemung,county
36017001,CHENANGO COUNTY JAIL,36017,Chenango,county
36019001,CLINTON COUNTY JAIL,36019,Clinton,county
36021001,COLUMBIA COUNTY JAIL,36021,Columbia,county
36023001,CORTLAND COUNTY CORR. FAC.,36023,Cortland,county
36025001,DELAWARE COUNTY JAIL,36025,Delaware,county
36027001,DUTCHESS COUNTY JAIL,36027,Dutchess,county
36029001,ERIE COUNTY SHERIFFS OFFICE,36029,Erie,county
36031001,ESSEX COUNTY CORRECTIONAL FACILITY,36031,Essex,county
36033001,FRANKLIN COUNTY JAIL,36033,Franklin,county
36035001,FULTON COUNTY JAIL,36035,Fulton,county
36037001,GENESEE COUNTY JAIL,36037,Genesee,county
36039001,GREENE COUNTY JAIL,36039,Greene,county
36041001,HAMILTON COUNTY JAIL,36041,Hamilton,county
36043001,HERKIMER COUNTY CORR. FAC.,36043,Herkimer,county
36045001,JEFFERSON COUNTY CORR. FAC.,36045,Jefferson,county
36049001,LEWIS COUNTY JAIL,36049,Lewis,county
36051001,LIVINGSTON COUNTY JAIL,36051,Livingston,county
36053001,MADISON COUNTY PUBLIC SAFETY BUILDING,36053,Madison,county
36055001,MONROE COUNTY SHERIFFS OFFICE,36055,Monroe,county
