vera_jid,facility_uid,facility_name,year,rated_capacity
29111001,26CNT05605606100,Lewis County Jail,2013,18.0
29113001,26CNT05705706000,LINCOLN COUNTY,2004,169.0
29113001,26CNT05705706100,,1983,16.0
29113001,26CNT05705706200,,2018,215.0
29117002,26CNT05905906100,LIVINGSTON COUNTY JAIL,2006,
29119001,26CNT06006006100,McDonald County Jail,2013,32.0
29121001,26CNT06106106100,Macon County Jail,2013,28.0
29123001,26CNT06206206000,,1987,12.0
29123001,26CNT06206206100,MADISON COUNTY JAIL,2006,
29125001,26CNT06306306100,MARIES COUNTY JAIL,2006,
29127002,26CNT06406406000,,1992,22.0
29127002,26CNT06406406100,Marion County Jail,2013,98.0
29129001,26CNT06506506000,,1992,6.0
29129001,26CNT06506506100,Mercer County Jail,2013,14.0
29131001,26CNT06606606000,,1992,10.0
29131001,26CNT06606606100,Miller County Adult Detention Center,2013,112.0
29133001,26CNT06706706100,Mississippi County Detention Center,2013,103.0
29135001,26CNT06806806100,Moniteau County Jail,2013,42.0
29137001,26CNT06906906100,MONROE COUNTY SHERIFF'S OFFICE,2016,16.0
29139001,26CNT07007006000,MONTGOMERY COUNTY JAIL,2006,79.0
29139001,26CNT07007006100,MONTGOMERY COUNTY JAIL,2014,79.0
29141001,26CNT07107106000,MORGAN COUNTY JAIL,2006,91.0
29141001,26CNT07107106100,MORGAN COUNTY JAIL,2014,133.0
29143001,26CNT07207206000,NEW MADRID COUNTY JAIL,2006,52.0
29143001,26CNT07207206100,NEW MADRID COUNTY JAIL,2014,40.0
29145001,26CNT07307306100,Newton County Jail,2013,80.0
29147002,26CNT07407406000,NODAWAY COUNTY,2004,40.0
29147002,26CNT07407406100,Nodaway County Jail,2013,40.0
29149001,26CNT07507506100,Oregon County Jail,2013,8.0
29151001,26CNT07607606000,OSAGE COUNTY JAIL,2006,18.0
29151001,26CNT07607606100,,2018,32.0
29153001,26CNT07707706000,,1992,9.0
29153001,26CNT07707706100,Ozark County Jail,2013,24.0
29155003,26CNT07807806100,Pemiscot County Jail,2013,124.0
29157001,26CNT07907906000,,1992,17.0
29157001,26CNT07907906100,,2018,40.0
29159002,26CNT08008006100,Pettis County Jail,2013,210.0
29161002,26CNT08108106000,PHELPS COUNTY JAIL,2006,122.0
29161002,26CNT08108106100,PHELPS COUNTY JAIL,2014,155.0
29163002,26CNT08208206100,Pike County Jail,2013,50.0
29165001,26CNT08308306000,,1992,38.0
29165001,26CNT08308306100,,2018,180.0
29167001,26CNT08408406100,,1978,8.0
29167001,26CNT08408406200,Polk County Jail,2013,37.0
29169001,26CNT08508506100,Pulaski County Jail,2013,26.0
29171001,26CNT08608606100,Putnam County Jail,2013,6.0
29173001,26CNT08708706100,,1978,8.0
29175001,26CNT08808806100,Randolph County Jail,2013,120.0
29175001,26CNT08808806200,,1970,48.0
29175001,26CNT08808806300,,1970,54.0
29177001,26CNT08908906100,Ray County Jail,2013,225.0
29179001,26CNT09009006100,Reynolds County Jail,2013,16.0
29181001,26CNT09109106100,,1983,6.0
29183001,26CNT09209206000,ST. CHARLES COUNTY,1998,254.0
29183001,26CNT09209206100,,2018,505.0
29185001,26CNT09309306100,St. Clair County Jail,2013,139.0
29187001,26CNT09409406000,ST. FRANCOIS COUNTY,2004,140.0
29187001,26CNT09409406100,St. Francois County Jail,2013,190.0
29189005,26CNT09509506000,,2018,1232.0
29189005,26CNT09509506010,ST LOUIS COUNTY JAIL,1993,156.0
29189005,26CNT09509506030,ST LOUIS COUNTY,1993,335.0
29189005,26CNT09509506040,ST LOUIS COUNTY WORK,1993,89.0
29189005,26CNT09509506050,ST LOUIS CO ADULT CORRECTIONAL,1993,180.0
29189005,26CNT09509506100,,1978,207.0
29189005,26CNT09509506300,,1978,161.0
29189005,26CNT09509509000,ST LOUIS COUNTY,1993,
29186001,26CNT09709606000,,1987,18.0
29186001,26CNT09709606100,STE. GENEVIEVE COUNTY JAIL,2006,
29195002,26CNT09809706100,Saline County Jail,2013,64.0
29197001,26CNT09909806100,Schuyler County Jail,2013,6.0
29199001,26CNT10009906000,SCOTLAND COUNTY JAIL,2006,8.0
29199001,26CNT10009906100,,2018,6.0
29201002,26CNT10110006100,Scott County Jail,2013,128.0
29203001,26CNT10210106000,SHANNON COUNTY,2004,14.0
29203001,26CNT10210106100,,1978,8.0
29203001,26CNT10210106200,Shannon County Jail,2013,14.0
29205001,26CNT10310206100,,2018,7.0
29207002,26CNT10410306100,STODDARD COUNTY JAIL,2006,
29209001,26CNT10510406000,STONE COUNTY LAW ENFORCEMENT CENTER,2006,64.0
29209001,26CNT10510406100,STONE COUNTY LAW ENFORCEMENT CENTER,2014,66.0
29211001,26CNT10610506000,,1992,6.0
29211001,26CNT10610506100,Sullivan County Jail,2013,6.0
29213002,26CNT10710606100,Taney County Jail,2013,264.0
29215001,26CNT10810706100,Texas County Jail,2013,72.0
29217002,26CNT10910806000,,1987,22.0
29217002,26CNT10910806100,Vernon County Jail,2013,85.0
29219001,26CNT11010906000,WARREN COUNTY,2004,102.0
29219001,26CNT11010906100,Warren County Jail,2013,106.0
29221002,26CNT11111006100,,2018,29.0
29223001,26CNT11211106000,,1987,10.0
29223001,26CNT11211106100,Wayne County Jail,2013,40.0
29225001,26CNT11311206100,Webster County Sheriff's Office,2013,32.0
29227001,26CNT11411306100,,1978,6.0
29229001,26CNT11511406100,,2018,38.0
29005001,26MUN00300406100,,1970,4.0
29007001,26MUN00400506100,,1970,4.0
29009001,26MUN00500306100,,1970,5.0
29013002,26MUN00700406100,BUTLER CITY JAIL,1999,3.0
29019001,26MUN01000206100,,1978,3.0
29027001,26MUN01400206100,,1983,20.0
29031001,26MUN01600106000,CAPE GIRARDEAU CITY JAIL,2006,29.0
29031001,26MUN01600106100,CAPE GIRARDEAU CITY JAIL,2013,30.0
29031003,26MUN01600306100,JACKSON CITY JAIL,1993,4.0
29037002,26MUN01900206100,Belton City Jail,2013,23.0
29047002,26MUN02400506100,EXCELSIOR SPRINGS CITY JAIL,1993,14.0
29047003,26MUN02400806100,LIBERTY CITY JAIL,1999,8.0
29047004,26MUN02401106100,NORTH KANSAS CITY JAIL,1999,10.0
29069001,26MUN03500906100,,1970,8.0
29071001,26MUN03600606100,,1983,4.0
29073001,26MUN03700306100,,1978,4.0
29073002,26MUN03700506100,,1978,3.0
29079002,26MUN04000606100,TRENTON CITY JAIL,2006,
29091002,26MUN04600206100,West Plains City Jail,2013,12.0
29095004,26MUN04800406000,GRANDVIEW CITY,2004,14.0
29095004,26MUN04800406100,Grandview City Jail,2013,14.0
29095003,26MUN04800506100,,1970,12.0
29095002,26MUN04800606000,KANSAS CITY CORRECTIONAL INSTITUTION,2006,233.0
29095002,26MUN04800606010,KANSAS CITY CORRECTIONAL INSTITUTION,2008,233.0
29095002,26MUN04800606100,,1978,360.0
29095002,26MUN04800606300,,1970,31.0
29095003,26MUN04800706100,LEES SUMMIT CITY JAIL,1999,18.0
29097001,26MUN04900606100,Carthage City Jail,2013,6.0
29097003,26MUN04900806100,Joplin City Jail,2013,64.0
29099002,26MUN05090106000,ARNOLD MUNICIPAL CITY,2004,12.0
29099002,26MUN05090106100,Arnold Municipal City Jail,2013,12.0
29109002,26MUN05500106100,Aurora City Jail,2013,8.0
29117001,26MUN05900106100,,1970,4.0
29127001,26MUN06400106100,CITY JAIL,1988,21.0
29147001,26MUN07401106100,,1970,4.0
29155002,26MUN07800106100,CARUTHERSVILLE CITY JAIL,1999,12.0
29155001,26MUN07800406100,,1978,6.0
29159001,26MUN08000406100,CITY JAIL,1988,12.0
29161001,26MUN08100506100,,1978,12.0
29163001,26MUN08200106100,,1970,2.0
29175002,26MUN08800706100,MOBERLY CITY JAIL,1988,20.0
29181002,26MUN09100106100,Doniphan City Jail,2013,20.0
29189006,26MUN09503206100,Ferguson City Jail,2013,10.0
29189007,26MUN09504206100,HAZELWOOD CITY JAIL,1999,10.0
29189004,26MUN09504506100,City of Jennings Dept. Of Corrections,2013,78.0
29189003,26MUN09504706000,,1989,12.0
29189003,26MUN09504706100,CITY JAIL,1988,12.0
29189001,26MUN09507206100,,1978,4.0
29189002,26MUN09508206100,,1978,9.0
29510001,26MUN09600106000,,2018,1601.0
29510001,26MUN09600106010,ST LOUIS MUNICIPAL JAIL,1993,228.0
29510001,26MUN09600106020,ST LOUIS CO MEDIUM,1993,530.0
29510001,26MUN09600106100,,1978,228.0
29510001,26MUN09600106200,,1978,583.0
29510001,26MUN09600109000,ST LOUIS CITY,1993,
29195001,26MUN09800606100,,1978,10.0
29201001,26MUN10101306100,,1978,22.0
29201003,26MUN10150106100,Scott City Jail,2013,32.0
29207001,26MUN10400506100,,1970,4.0
29213001,26MUN10700206100,CITY JAIL,1988,14.0
29217001,26MUN10900606100,,1970,6.0
29221001,26MUN11100406100,,1983,6.0
29081002,26PRV04104106200,"BRIDEWELL DETENTION CENTER, LLC",2010,0.0
29097003,26PRV04900806100,JOPLIN CITY JAIL,2006,
29101001,26PRV05105106100,INTEGRITY CORRECTIONAL CENTER,2009,242.0
30001001,27CNT00100106100,Beaverhead County Jail,2013,8.0
30003001,27CNT00200206000,BIG HORN COUNTY,2004,40.0
30003001,27CNT00200206100,,1978,18.0
30003001,27CNT00200206200,Big Horn County Jail,2013,35.0
30005002,27CNT00300306000,,1992,18.0
30005002,27CNT00300306100,BLAINE COUNTY JAIL,2006,
30007001,27CNT00400406000,,1987,7.0
30007001,27CNT00400406100,Broadwater County Detention Center,2013,47.0
30009002,27CNT00500506100,CARBON COUNTY JAIL,1999,7.0
30011001,27CNT00600606100,,1970,6.0
30013001,27CNT00700706000,CASCADE COUNTY,2004,355.0
30013001,27CNT00700706100,,2018,365.0
30015001,27CNT00800806100,,2018,28.0
30017002,27CNT00900906000,CUSTER COUNTY LAW ENFORCEMENT CENTER,2006,28.0
30017002,27CNT00900906100,CUSTER COUNTY DETENTION CENTER,2012,26.0
30019001,27CNT01001006100,COUNTY JAIL,1988,8.0
30021002,27CNT01101106000,DAWSON COUNTY,1998,6.0
30021002,27CNT01101106100,DAWSON COUNTY SHERIFFS OFFICE,2017,168.0
30023001,27CNT01201206100,,1970,30.0
30025001,27CNT01301306100,Fallon County Jail,2013,11.0
30027001,27CNT01401406100,FERGUS COUNTY JAIL,2006,
30029001,27CNT01501506000,,1992,66.0
30029001,27CNT01501506100,Flathead County Detention Center,2013,94.0
30031002,27CNT01601606100,Gallatin County Detention Center,2013,180.0
30033001,27CNT01701706100,,1978,12.0
30035001,27CNT01801806100,Glacier County Detention Center,2013,25.0
30037001,27CNT01901906100,,1970,4.0
30039001,27CNT02002006000,GRANITE COUNTY JAIL,2006,11.0
30039001,27CNT02002006100,GRANITE COUNTY JAIL,2014,11.0
30041002,27CNT02102106000,HILL COUNTY JAIL,2006,75.0
30041002,27CNT02102106100,HILL COUNTY JAIL,2014,79.0
30043001,27CNT02202206100,Jefferson County Jail,2013,21.0
30045001,27CNT02302306100,,1978,6.0
30047001,27CNT02402406100,Lake County Jail,2013,42.0
30049002,27CNT02502506100,Lewis and Clark County Jail,2013,80.0
30051001,27CNT02602606100,Liberty County Jail,2013,8.0
30053002,27CNT02702706100,Lincoln County Jail,2013,25.0
30057001,27CNT02902906100,MADISON COUNTY JAIL,1999,8.0
30059001,27CNT03003006100,,1978,10.0
30061001,27CNT03103106000,MINERAL COUNTY JAIL,2006,36.0
30061001,27CNT03103106100,MINERAL COUNTY LAW ENFORCEMENT CENTER,2014,27.0
30063001,27CNT03203206000,,1992,82.0
30063001,27CNT03203206100,,2018,392.0
30065001,27CNT03303306100,Musselshell County Jail,2013,12.0
30067002,27CNT03403406000,PARK COUNTY,1998,23.0
30067002,27CNT03403406100,Park County Jail,2013,20.0
30071002,27CNT03603606100,Phillips County Jail,2013,7.0
30073001,27CNT03703706000,PONDERA COUNTY,2004,12.0
30073001,27CNT03703706100,Pondera Co. Jail,2013,12.0
30075001,27CNT03803806100,,1978,4.0
30075001,27CNT03803806200,Powder River Co. Jail,2013,16.0
30077001,27CNT03903906100,,1978,12.0
30077001,27CNT03903906200,Powell Co. Jail,2013,28.0
30079001,27CNT04004006100,COUNTY JAIL,1988,11.0
30081002,27CNT04104106000,RAVALLI COUNTY,2004,78.0
30081002,27CNT04104106100,Ravalli Co. Adult Det. Ctr.,2013,72.0
30083002,27CNT04204206100,Richland Co. Jail,2013,26.0
30085001,27CNT04304306000,ROOSEVELT COUNTY,2004,30.0
30085001,27CNT04304306100,Roosevelt Co. Jail,2013,17.0
30087001,27CNT04404406000,,1987,24.0
30087001,27CNT04404406020,Rosebud Co. Jail,2013,28.0
30087001,27CNT04404406100,,1978,8.0
30087001,27CNT04404406200,,1983,24.0
30089001,27CNT04504506000,SANDERS COUNTY,2004,29.0
30089001,27CNT04504506100,Sanders Co. Jail,2013,29.0
30091001,27CNT04604606000,,1987,16.0
30091001,27CNT04604606100,Sheridan Co. Jail,2013,12.0
30093002,27CNT04704706100,BUTTE-SILVER BOW COUNTY JAIL,1993,43.0
30095001,27CNT04804806100,STILLWATER COUNTY JAIL,1993,6.0
30097001,27CNT04904906000,SWEET GRASS,1998,4.0
30097001,27CNT04904906100,SWEET GRASS COUNTY JAIL,1993,4.0
30099001,27CNT05005006100,,1983,11.0
30101001,27CNT05105106100,Toole Co. Jail,2013,9.0
30103001,27CNT05205206100,,1978,8.0
30105001,27CNT05305306100,Valley Co. Jail,2013,32.0
30107001,27CNT05405406100,Wheatland Co. Jail,2013,6.0
30109001,27CNT05505506100,,1978,3.0
30111002,27CNT05605606000,YELLOWSTONE COUNTY DETENTION FACILITY,2006,294.0
30111002,27CNT05605606100,YELLOWSTONE COUNTY DETENTION FACILITY,2014,294.0
30005001,27MUN00300206000,,1987,10.0
30005001,27MUN00300206100,,1983,10.0
30009001,27MUN00500506100,,1970,6.0
30013002,27MUN00700306100,CITY JAIL,1988,17.0
30017001,27MUN00900206100,,1970,12.0
30021001,27MUN01100106100,,1970,12.0
30023002,27MUN01200106100,Deer Lodge Co. Jail,2013,36.0
30031001,27MUN01600206100,,1978,6.0
30035002,27MUN01800206100,,1983,6.0
30041001,27MUN02100106100,,1983,12.0
30049001,27MUN02500206100,,1978,15.0
30053001,27MUN02700206100,,1978,6.0
30055001,27MUN02800106100,,1970,3.0
30067001,27MUN03400206100,,1970,10.0
30071001,27MUN03600206100,,1970,2.0
30081001,27MUN04100206100,,1970,8.0
30083001,27MUN04200106100,,1970,4.0
30093001,27MUN04700106100,Butte-Silver Bow Co. Det. Ctr.,2013,73.0
30101002,27MUN05100206100,Crossroads Correctional Center,2013,660.0
30111001,27MUN05600106100,,1970,28.0
30111003,27MUN05600306100,,1978,9.0
31001002,28CNT00100106100,Adams Co. Jail,2013,40.0
31003001,28CNT00200206100,Antelope Co. Jail,2013,12.0
31005001,28CNT00300306100,,1970,4.0
31011001,28CNT00600606100,,2018,8.0
31013002,28CNT00700706100,Box Butte Co. Jail,2013,31.0
31015001,28CNT00800806100,,1978,4.0
31017001,28CNT00900906000,BROWN COUNTY,1998,8.0
31017001,28CNT00900906100,Brown Co. Jail,2013,8.0
31019001,28CNT01001006000,BUFFALO COUNTY,1998,73.0
31019001,28CNT01001006100,,2018,205.0
31021001,28CNT01101106100,,1970,10.0
31023001,28CNT01201206100,Butler Co. Detention,2013,28.0
31025002,28CNT01301306100,Cass County Detention Facility,2013,110.0
31027001,28CNT01401406100,Cedar Co. Jail,2013,21.0
31029001,28CNT01501506000,CHASE COUNTY JAIL,2006,6.0
31029001,28CNT01501506100,CHASE COUNTY JAIL,2014,6.0
31031001,28CNT01601606100,Cherry County Justice Center,2013,30.0
31033001,28CNT01701706000,,1987,27.0
31033001,28CNT01701706100,Cheyenne Co. Jail,2013,20.0
31035001,28CNT01801806100,Clay Co. Jail,2013,12.0
31037001,28CNT01901906100,COLFAX COUNTY JAIL,2005,16.0
31039001,28CNT02002006100,,1978,6.0
31041001,28CNT02102106000,,1992,32.0
31041001,28CNT02102106100,Custer Co. Jail,2013,26.0
31043002,28CNT02202206000,DAKOTA COUNTY,1998,48.0
31043002,28CNT02202206100,Dakota Co. Jail,2013,134.0
31045003,28CNT02302306100,Dawes Co. Jail,2013,22.0
31047001,28CNT02402406000,,1987,32.0
31047001,28CNT02402406100,Dawson Co. Jail,2013,126.0
31049001,28CNT02502506100,DEUEL COUNTY JAIL,1999,6.0
31051001,28CNT02602606000,DIXON COUNTY,1998,10.0
31051001,28CNT02602606100,Dixon Co. Jail,2013,12.0
31053001,28CNT02702706100,DODGE COUNTY CORRECTIONS DEPARTMENT,2006,
31055001,28CNT02802806000,,2018,1449.0
31055001,28CNT02802806010,DOUGLAS CO CORRECTIONAL CENTER,1993,737.0
31055001,28CNT02802806020,DOUGLAS CO WORK RELEASE CENTER,1993,45.0
31055001,28CNT02802806100,,1978,167.0
31055001,28CNT02802806200,,1970,180.0
31055001,28CNT02802809000,DOUGLAS COUNTY,1993,
31057001,28CNT02902906000,DUNDY COUNTY,1998,3.0
31057001,28CNT02902906100,Dundy Co. Jail,2013,3.0
31059001,28CNT03003006100,Fillmore Co. Jail,2013,8.0
31061001,28CNT03103106100,Franklin County Jail,2013,8.0
31063001,28CNT03203206100,Frontier Co. Jail,2013,8.0
31065001,28CNT03303306100,Furnas Co. Jail,2013,8.0
31067001,28CNT03403406100,Gage Co. Jail,2013,26.0
31069001,28CNT03503506100,GARDEN COUNTY JAIL,2006,
31071001,28CNT03603606100,,1970,4.0
31073001,28CNT03703706100,,1970,8.0
31079001,28CNT04004006000,HALL CITY/COUNTY,2004,125.0
31079001,28CNT04004006100,Hall County Department of Corrections,2013,321.0
31081001,28CNT04104106000,HAMILTON COUNTY JAIL,2006,34.0
31081001,28CNT04104106100,HAMILTON COUNTY JAIL,2014,34.0
31083001,28CNT04204206100,Harlan Co. Jail,2013,4.0
31085001,28CNT04304306100,,1978,4.0
31087001,28CNT04404406100,Hitchcock Co. Jail,2013,8.0
31089001,28CNT04504506000,HOLT COUNTY,2004,13.0
31089001,28CNT04504506100,Holt Co. Jail,2013,22.0
31091001,28CNT04604606100,,1970,4.0
31095001,28CNT04804806100,,1978,10.0
31095001,28CNT04804806200,Jefferson Co. Jail,2013,18.0
31097001,28CNT04904906100,Johnson Co. Jail,2013,10.0
31099001,28CNT05005006000,,1992,6.0
31099001,28CNT05005006100,Kearney Co. Jail,2013,6.0
31101002,28CNT05105106000,KEITH COUNTY,1998,16.0
31101002,28CNT05105106100,,1978,10.0
31101002,28CNT05105106200,Keith Co. Jail,2013,14.0
31103001,28CNT05205206100,,1970,2.0
31105001,28CNT05305306000,,1987,10.0
31105001,28CNT05305306100,Kimball Co. Jail,2013,9.0
31107001,28CNT05405406000,KNOX COUNTY JAIL,2006,16.0
31107001,28CNT05405406100,KNOX COUNTY JAIL,2014,16.0
31109002,28CNT05505506000,LANCASTER COUNTY,2014,786.0
31109002,28CNT05505506010,LANCASTER COUNTY INTAKE,1993,370.0
31109002,28CNT05505506020,LANCASTER CO MINIMUM SECURITY,1991,88.0
31111002,28CNT05605606100,Lincoln County Detention Center,2013,174.0
31115001,28CNT05805806100,,1970,4.0
31119002,28CNT06006006000,MADISON COUNTY JAIL,2006,111.0
31119002,28CNT06006006100,MADISON COUNTY JAIL,2014,111.0
31121001,28CNT06106106100,Merrick Co. Jail,2013,18.0
31123001,28CNT06206206000,,1987,22.0
31123001,28CNT06206206100,Morrill Co. Jail,2013,18.0
31125001,28CNT06306306100,,1970,6.0
31127001,28CNT06406406100,Nemaha Co. Jail,2013,18.0
31129001,28CNT06506506100,,1970,9.0
31131001,28CNT06606606100,Otoe Co. Jail,2013,21.0
31133001,28CNT06706706100,,1978,10.0
31135001,28CNT06806806100,,1983,4.0
31137002,28CNT06906906100,Phelps Co. Corr.,2013,51.0
31139001,28CNT07007006000,PIERCE COUNTY JAIL,2006,14.0
31139001,28CNT07007006100,PIERCE COUNTY JAIL,2014,18.0
31141001,28CNT07107106100,Platte Co. Det. Fac.,2013,144.0
31143001,28CNT07207206100,,2018,3.0
31145001,28CNT07307306100,,1978,16.0
31147001,28CNT07407406000,,1992,15.0
31147001,28CNT07407406100,RICHARDSON COUNTY JAIL,2006,
31149001,28CNT07507506100,Rock Co. Jail,2013,6.0
31151002,28CNT07607606100,Saline Co. Jail,2013,93.0
31153002,28CNT07707706000,SARPY COUNTY JAIL,2006,164.0
31153002,28CNT07707706100,,2018,148.0
31155001,28CNT07807806100,Saunders Co. Jail,2013,152.0
31157002,28CNT07907906000,SCOTTS BLUFF COUNTY,1998,64.0
31157002,28CNT07907906100,Scotts Bluff Co.Detention Center,2013,192.0
31159002,28CNT08008006100,,1978,12.0
31159002,28CNT08008006200,Seward Co. Jail,2013,26.0
31161002,28CNT08108106000,,1987,22.0
31161002,28CNT08108106100,Sheridan County Jail,2013,24.0
31163001,28CNT08208206100,,1983,7.0
31167001,28CNT08408406100,,1970,4.0
31169001,28CNT08508506000,THAYER COUNTY JAIL,2006,8.0
31169001,28CNT08508506100,THAYER COUNTY JAIL,2014,8.0
31173001,28CNT08708706000,,1987,18.0
31173001,28CNT08708706100,Thurston Co. Jail,2013,25.0
31175001,28CNT08808806000,VALLEY COUNTY,1998,10.0
31175001,28CNT08808806100,Valley Co. Jail,2013,10.0
31177001,28CNT08908906100,,1978,8.0
31177001,28CNT08908906200,,2018,17.0
31179001,28CNT09009006100,COUNTY JAIL,1988,20.0
31181001,28CNT09109106000,WEBSTER COUNTY JAIL,2006,10.0
31181001,28CNT09109106100,WEBSTER COUNTY JAIL,2014,10.0
31183001,28CNT09209206100,,1970,2.0
31185001,28CNT09309306100,,1978,8.0
31185001,28CNT09309306200,York Co. Jail,2013,34.0
31001001,28MUN00100206100,,1970,25.0
31013001,28MUN00700106100,,1970,21.0
31025001,28MUN01301106100,,1978,3.0
31043001,28MUN02200506100,,1970,7.0
31045001,28MUN02300106100,,1970,8.0
31045002,28MUN02300206100,,1970,4.0
31101001,28MUN05100206100,,1970,10.0
31109001,28MUN05500706100,,1978,130.0
31111001,28MUN05600506100,,1970,8.0
31119001,28MUN06000506100,,1970,22.0
31137001,28MUN06900406100,,1978,8.0
31145002,28MUN07300506100,,1970,21.0
31151001,28MUN07600106100,,1978,6.0
31153001,28MUN07700106100,,1978,12.0
31157001,28MUN07900906100,,1970,35.0
31159001,28MUN08000806100,,1970,4.0
31161001,28MUN08100206100,,1970,19.0
31167002,28MUN08400206100,,1970,4.0
32001002,29CNT00100106000,CHURCHILL COUNTY JAIL,2006,54.0
32001002,29CNT00100106100,CHURCHILL COUNTY JAIL,2014,67.0
32003004,29CNT00200206000,CLARK COUNTY DETENTION CENTER,2006,2859.0
32003004,29CNT00200206100,,2018,4169.0
32003004,29CNT00200206200,,1978,114.0
32003004,29CNT00200206300,,1978,120.0
32003004,29CNT00200206400,CLARK COUNTY DETENTION CENTER,1991,245.0
32005001,29CNT00300306100,,2018,140.0
32007001,29CNT00400406000,ELKO COUNTY,1998,121.0
32007001,29CNT00400406100,,2018,212.0
32009001,29CNT00500506000,ESMERALDA COUNTY JAIL,2006,20.0
32009001,29CNT00500506100,Esmeralda Co. Jail,2013,20.0
32011001,29CNT00600606000,EUREKA COUNTY JAIL,2006,20.0
32011001,29CNT00600606100,EUREKA COUNTY JUSTICE FACILITY,2014,20.0
32013001,29CNT00700706000,,1992,28.0
32013001,29CNT00700706100,Humboldt County Detention Center,2013,84.0
32015001,29CNT00800806200,Lander Co. Jail,2013,67.0
32015001,29CNT00800806300,,1970,6.0
32017001,29CNT00900906000,LINCOLN COUNTY,1998,8.0
32017001,29CNT00900906100,Lincoln Co. Det. Ctr.,2013,120.0
32019001,29CNT01001006000,LYON COUNTY JAIL,2006,56.0
32019001,29CNT01001006100,LYON COUNTY JAIL,2014,184.0
32021001,29CNT01101106000,,1992,27.0
32021001,29CNT01101106100,Mineral Co. Det. Fac.,2013,48.0
32023001,29CNT01201206000,,2018,231.0
32023001,29CNT01201206100,COUNTY JAIL,1988,22.0
32023001,29CNT01201206200,NYE COUNTY JAIL,1993,18.0
32023001,29CNT01201206400,,1970,5.0
32027001,29CNT01401406100,PERSHING COUNTY JAIL,2006,
32029001,29CNT01501506100,Storey Co. Jail,2013,25.0
32031002,29CNT01601606000,WASHOE COUNTY DETENTION CENTER,2006,1124.0
32031002,29CNT01601606100,,1983,149.0
32031002,29CNT01601606200,,2018,1367.0
32033001,29CNT01701706100,White Pine Co. Jail,2013,40.0
32001001,29MUN00100106100,,1983,42.0
32003003,29MUN00200106000,,1992,150.0
32003003,29MUN00200106100,CITY JAIL,1988,28.0
32003003,29MUN00200106200,,2018,540.0
32003002,29MUN00200206000,LAS VEGAS CITY DETENTION CENTER,2006,1250.0
32003002,29MUN00200206100,,1970,325.0
32003002,29MUN00200206400,,2018,1103.0
32003005,29MUN00200306000,NORTH LAS VEGAS DETENTION CORRECTION CTR,2006,890.0
32003005,29MUN00200306100,NORTH LAS VEGAS DETENTION CENTER,2011,900.0
32003001,29MUN00200406100,,1970,8.0
32510001,29MUN01300106000,,1992,44.0
32510001,29MUN01300106100,Carson City Sheriffs Det. Ctr.,2013,228.0
32031001,29MUN01600106000,,1987,144.0
32031001,29MUN01600106100,,1983,158.0
32031003,29MUN01600206000,,1987,78.0
32031003,29MUN01600206100,,1983,66.0
33001001,30CNT00100106000,BELKNAP COUNTY DEPARTMENT OF CORRECTIONS,2004,80.0
33001001,30CNT00100106010,Belknap Co. Jail & House of Corr.,2013,109.0
33001001,30CNT00100106100,,1978,66.0
33003001,30CNT00200206000,CARROLL COUNTY,2004,74.0
33003001,30CNT00200206010,Carroll Co. House of Corr.,2013,131.0
33003001,30CNT00200206100,,1978,45.0
33005001,30CNT00300306000,,1992,75.0
33005001,30CNT00300306010,Cheshire Co. House of Corr.,2013,199.0
33005001,30CNT00300306100,,1978,42.0
33007001,30CNT00400406000,COOS COUNTY JAIL AND FARM,2006,79.0
33007001,30CNT00400406009,COOS COUNTY DEPT OF CORRECTION,2014,61.0
33007001,30CNT00400406010,Coos Co. Corr. Fac.,2013,59.0
33007001,30CNT00400406100,,1978,32.0
33009001,30CNT00500506000,GRAFTON COUNTY CORRECTION FACILITY,2006,116.0
33009001,30CNT00500506010,GRAFTON COUNTY DEPT OF CORRECTION,2014,150.0
33009001,30CNT00500506100,,1978,64.0
33011001,30CNT00600606000,HILLSBOROUGH COUNTY  HOUSE OF CORRECTION,2006,737.0
33011001,30CNT00600606010,HILLSBOROUGH COUNTY WOMENS HOUSE,1993,100.0
33011001,30CNT00600606100,,2018,736.0
33011001,30CNT00600609000,HILLSBOROUGH COUNTY,1993,
33013001,30CNT00700706000,MERRIMACK COUNTY HOUSE OF CORRECTIONS & JAIL,2006,234.0
33013001,30CNT00700706010,MERRIMACK COUNTY DEPT OF CORRECTION,2014,236.0
33013001,30CNT00700706100,,1978,54.0
33015001,30CNT00800806000,ROCKINGHAM COUNTY JAIL & HOUSE OF CORRECTION,2006,362.0
33015001,30CNT00800806100,,2018,423.0
33017001,30CNT00900906000,STRAFFORD COUNTY,1998,152.0
33017001,30CNT00900906010,,2018,450.0
33017001,30CNT00900906100,,1978,49.0
33019001,30CNT01001006000,SULLIVAN COUNTY,2004,71.0
33019001,30CNT01001006020,Sullivan House of Correction,2013,168.0
33019001,30CNT01001006100,,1978,34.0
34001003,31CNT00100106000,ATLANTIC COUNTY JAIL - DEPT. OF PUBLIC SAFETY,2006,797.0
34001003,31CNT00100106100,,2018,650.0
34003001,31CNT00200206000,BERGEN COUNTY JAIL AND ANNEX,2006,1239.0
34003001,31CNT00200206100,,2018,1297.0
34003001,31CNT00200206400,,1970,120.0
34003001,31CNT00200206500,,1970,175.0
